year,GEOID,NAME,variable,estimate,moe
2008,4748000,"Memphis city, Tennessee",B07012_008,327500,11967
2008,4748000,"Memphis city, Tennessee",B07012_009,110772,9905
2008,4748000,"Memphis city, Tennessee",B07012_010,39136,5961
2008,4748000,"Memphis city, Tennessee",B07012_011,19346,4852
2008,4748000,"Memphis city, Tennessee",B07012_012,52290,6959
2008,4748000,"Memphis city, Tennessee",B07012_013,3497,1114
2008,4748000,"Memphis city, Tennessee",B07012_014,930,676
2008,4748000,"Memphis city, Tennessee",B07012_015,180,216
2008,4748000,"Memphis city, Tennessee",B07012_016,2387,929
2008,4748000,"Memphis city, Tennessee",B07012_017,15042,2336
2008,4748000,"Memphis city, Tennessee",B07012_018,4225,1608
2008,4748000,"Memphis city, Tennessee",B07012_019,1822,958
2008,4748000,"Memphis city, Tennessee",B07012_020,8995,1957
2008,4748000,"Memphis city, Tennessee",B07012_021,3877,2122
2008,4748000,"Memphis city, Tennessee",B07012_022,2407,2027
2008,4748000,"Memphis city, Tennessee",B07012_023,228,186
2008,4748000,"Memphis city, Tennessee",B07012_024,1242,714
2009,4748000,"Memphis city, Tennessee",B07012_001,648845,3638
2009,4748000,"Memphis city, Tennessee",B07012_002,167455,11943
2009,4748000,"Memphis city, Tennessee",B07012_003,88422,10260
2009,4748000,"Memphis city, Tennessee",B07012_004,392968,13323
2009,4748000,"Memphis city, Tennessee",B07012_005,522207,11350
2009,4748000,"Memphis city, Tennessee",B07012_006,119975,11773
2009,4748000,"Memphis city, Tennessee",B07012_007,66675,8932
2009,4748000,"Memphis city, Tennessee",B07012_008,335557,13034
2009,4748000,"Memphis city, Tennessee",B07012_009,103698,10406
2009,4748000,"Memphis city, Tennessee",B07012_010,43040,7861
2009,4748000,"Memphis city, Tennessee",B07012_011,18639,5557
2009,4748000,"Memphis city, Tennessee",B07012_012,42019,4905
2009,4748000,"Memphis city, Tennessee",B07012_013,3937,1345
2009,4748000,"Memphis city, Tennessee",B07012_014,1653,945
2009,4748000,"Memphis city, Tennessee",B07012_015,279,367
2009,4748000,"Memphis city, Tennessee",B07012_016,2005,823
2009,4748000,"Memphis city, Tennessee",B07012_017,17642,3934
2009,4748000,"Memphis city, Tennessee",B07012_018,2294,884
2009,4748000,"Memphis city, Tennessee",B07012_019,2386,1215
2009,4748000,"Memphis city, Tennessee",B07012_020,12962,3486
2009,4748000,"Memphis city, Tennessee",B07012_021,1361,772
2009,4748000,"Memphis city, Tennessee",B07012_022,493,448
2009,4748000,"Memphis city, Tennessee",B07012_023,443,435
2009,4748000,"Memphis city, Tennessee",B07012_024,425,347
2010,4748000,"Memphis city, Tennessee",B07012_001,622792,4078
2010,4748000,"Memphis city, Tennessee",B07012_002,162882,9510
2010,4748000,"Memphis city, Tennessee",B07012_003,77877,8413
2010,4748000,"Memphis city, Tennessee",B07012_004,382033,11794
2010,4748000,"Memphis city, Tennessee",B07012_005,504365,7726
2010,4748000,"Memphis city, Tennessee",B07012_006,115432,7933
2010,4748000,"Memphis city, Tennessee",B07012_007,59489,6841
2010,4748000,"Memphis city, Tennessee",B07012_008,329444,10343
2010,4748000,"Memphis city, Tennessee",B07012_009,98131,7840
2010,4748000,"Memphis city, Tennessee",B07012_010,40869,6322
2010,4748000,"Memphis city, Tennessee",B07012_011,16419,3693
2010,4748000,"Memphis city, Tennessee",B07012_012,40843,4769
2010,4748000,"Memphis city, Tennessee",B07012_013,4400,1828
2010,4748000,"Memphis city, Tennessee",B07012_014,2253,1066
2010,4748000,"Memphis city, Tennessee",B07012_015,956,1154
2010,4748000,"Memphis city, Tennessee",B07012_016,1191,560
2010,4748000,"Memphis city, Tennessee",B07012_017,13943,2547
2010,4748000,"Memphis city, Tennessee",B07012_018,3923,1360
2010,4748000,"Memphis city, Tennessee",B07012_019,1013,805
2010,4748000,"Memphis city, Tennessee",B07012_020,9007,2143
2010,4748000,"Memphis city, Tennessee",B07012_021,1953,910
2010,4748000,"Memphis city, Tennessee",B07012_022,405,360
2010,4748000,"Memphis city, Tennessee",B07012_023,0,287
2010,4748000,"Memphis city, Tennessee",B07012_024,1548,848
2011,4748000,"Memphis city, Tennessee",B07012_001,628620,3004
2011,4748000,"Memphis city, Tennessee",B07012_002,169869,11399
2011,4748000,"Memphis city, Tennessee",B07012_003,86249,9649
2011,4748000,"Memphis city, Tennessee",B07012_004,372502,12111
2011,4748000,"Memphis city, Tennessee",B07012_005,499731,11189
2011,4748000,"Memphis city, Tennessee",B07012_006,118729,11220
2011,4748000,"Memphis city, Tennessee",B07012_007,63836,7911
2011,4748000,"Memphis city, Tennessee",B07012_008,317166,10866
2011,4748000,"Memphis city, Tennessee",B07012_009,107351,10394
2011,4748000,"Memphis city, Tennessee",B07012_010,45126,6911
2011,4748000,"Memphis city, Tennessee",B07012_011,19261,5138
2011,4748000,"Memphis city, Tennessee",B07012_012,42964,7113
2011,4748000,"Memphis city, Tennessee",B07012_013,3622,1287
2011,4748000,"Memphis city, Tennessee",B07012_014,402,242
2011,4748000,"Memphis city, Tennessee",B07012_015,816,556
2011,4748000,"Memphis city, Tennessee",B07012_016,2404,1087
2011,4748000,"Memphis city, Tennessee",B07012_017,15406,3389
2011,4748000,"Memphis city, Tennessee",B07012_018,4660,2265
2011,4748000,"Memphis city, Tennessee",B07012_019,1702,1159
2011,4748000,"Memphis city, Tennessee",B07012_020,9044,2048
2011,4748000,"Memphis city, Tennessee",B07012_021,2510,1303
2011,4748000,"Memphis city, Tennessee",B07012_022,952,840
2011,4748000,"Memphis city, Tennessee",B07012_023,634,502
2011,4748000,"Memphis city, Tennessee",B07012_024,924,576
2012,4748000,"Memphis city, Tennessee",B07012_001,629065,2950
2012,4748000,"Memphis city, Tennessee",B07012_002,176005,9374
2012,4748000,"Memphis city, Tennessee",B07012_003,81169,7922
2012,4748000,"Memphis city, Tennessee",B07012_004,371891,11452
2012,4748000,"Memphis city, Tennessee",B07012_005,512116,7998
2012,4748000,"Memphis city, Tennessee",B07012_006,126534,8148
2012,4748000,"Memphis city, Tennessee",B07012_007,62975,7316
2012,4748000,"Memphis city, Tennessee",B07012_008,322607,10868
2012,4748000,"Memphis city, Tennessee",B07012_009,91099,7687
2012,4748000,"Memphis city, Tennessee",B07012_010,41479,5893
2012,4748000,"Memphis city, Tennessee",B07012_011,15145,3554
2012,4748000,"Memphis city, Tennessee",B07012_012,34475,5918
2012,4748000,"Memphis city, Tennessee",B07012_013,4884,1682
2012,4748000,"Memphis city, Tennessee",B07012_014,1514,828
2012,4748000,"Memphis city, Tennessee",B07012_015,432,288
2012,4748000,"Memphis city, Tennessee",B07012_016,2938,1307
2012,4748000,"Memphis city, Tennessee",B07012_017,18230,3756
2012,4748000,"Memphis city, Tennessee",B07012_018,5024,1725
2012,4748000,"Memphis city, Tennessee",B07012_019,2259,1672
2012,4748000,"Memphis city, Tennessee",B07012_020,10947,2765
2012,4748000,"Memphis city, Tennessee",B07012_021,2736,1163
2012,4748000,"Memphis city, Tennessee",B07012_022,1454,839
2012,4748000,"Memphis city, Tennessee",B07012_023,358,505
2012,4748000,"Memphis city, Tennessee",B07012_024,924,471
2013,4748000,"Memphis city, Tennessee",B07012_001,627554,3046
2013,4748000,"Memphis city, Tennessee",B07012_002,171515,9586
2013,4748000,"Memphis city, Tennessee",B07012_003,85254,7805
2013,4748000,"Memphis city, Tennessee",B07012_004,370785,10884
2013,4748000,"Memphis city, Tennessee",B07012_005,509037,9886
2013,4748000,"Memphis city, Tennessee",B07012_006,131151,10313
2013,4748000,"Memphis city, Tennessee",B07012_007,64908,6937
2013,4748000,"Memphis city, Tennessee",B07012_008,312978,10718
2013,4748000,"Memphis city, Tennessee",B07012_009,95836,8272
2013,4748000,"Memphis city, Tennessee",B07012_010,31559,4547
2013,4748000,"Memphis city, Tennessee",B07012_011,17325,4421
2013,4748000,"Memphis city, Tennessee",B07012_012,46952,5548
2013,4748000,"Memphis city, Tennessee",B07012_013,3855,1406
2013,4748000,"Memphis city, Tennessee",B07012_014,2065,1196
2013,4748000,"Memphis city, Tennessee",B07012_015,43,70
2013,4748000,"Memphis city, Tennessee",B07012_016,1747,685
2013,4748000,"Memphis city, Tennessee",B07012_017,16485,4568
2013,4748000,"Memphis city, Tennessee",B07012_018,5308,3009
2013,4748000,"Memphis city, Tennessee",B07012_019,2744,1606
2013,4748000,"Memphis city, Tennessee",B07012_020,8433,2535
2013,4748000,"Memphis city, Tennessee",B07012_021,2341,1141
2013,4748000,"Memphis city, Tennessee",B07012_022,1432,1031
2013,4748000,"Memphis city, Tennessee",B07012_023,234,276
2013,4748000,"Memphis city, Tennessee",B07012_024,675,517
2014,4748000,"Memphis city, Tennessee",B07012_001,634450,2827
2014,4748000,"Memphis city, Tennessee",B07012_002,188001,9724
2014,4748000,"Memphis city, Tennessee",B07012_003,87202,8450
2014,4748000,"Memphis city, Tennessee",B07012_004,359247,10832
2014,4748000,"Memphis city, Tennessee",B07012_005,511683,9542
2014,4748000,"Memphis city, Tennessee",B07012_006,139623,8611
2014,4748000,"Memphis city, Tennessee",B07012_007,65536,7486
2014,4748000,"Memphis city, Tennessee",B07012_008,306524,10866
2014,4748000,"Memphis city, Tennessee",B07012_009,97079,8126
2014,4748000,"Memphis city, Tennessee",B07012_010,39420,6458
2014,4748000,"Memphis city, Tennessee",B07012_011,18946,5084
2014,4748000,"Memphis city, Tennessee",B07012_012,38713,5082
2014,4748000,"Memphis city, Tennessee",B07012_013,4502,1442
2014,4748000,"Memphis city, Tennessee",B07012_014,1506,653
2014,4748000,"Memphis city, Tennessee",B07012_015,653,587
2014,4748000,"Memphis city, Tennessee",B07012_016,2343,994
2014,4748000,"Memphis city, Tennessee",B07012_017,19441,3939
2014,4748000,"Memphis city, Tennessee",B07012_018,7080,2841
2014,4748000,"Memphis city, Tennessee",B07012_019,1646,887
2014,4748000,"Memphis city, Tennessee",B07012_020,10715,2626
2014,4748000,"Memphis city, Tennessee",B07012_021,1745,770
2014,4748000,"Memphis city, Tennessee",B07012_022,372,277
2014,4748000,"Memphis city, Tennessee",B07012_023,421,408
2014,4748000,"Memphis city, Tennessee",B07012_024,952,560
2015,4748000,"Memphis city, Tennessee",B07012_001,630037,2969
2015,4748000,"Memphis city, Tennessee",B07012_002,163341,9848
2015,4748000,"Memphis city, Tennessee",B07012_003,82520,8971
2015,4748000,"Memphis city, Tennessee",B07012_004,384176,10266
2015,4748000,"Memphis city, Tennessee",B07012_005,525186,8594
2015,4748000,"Memphis city, Tennessee",B07012_006,126603,10147
2015,4748000,"Memphis city, Tennessee",B07012_007,72699,8373
2015,4748000,"Memphis city, Tennessee",B07012_008,325884,10146
2015,4748000,"Memphis city, Tennessee",B07012_009,79861,7459
2015,4748000,"Memphis city, Tennessee",B07012_010,31629,5363
2015,4748000,"Memphis city, Tennessee",B07012_011,7326,2369
2015,4748000,"Memphis city, Tennessee",B07012_012,40906,6414
2015,4748000,"Memphis city, Tennessee",B07012_013,4327,1355
2015,4748000,"Memphis city, Tennessee",B07012_014,961,428
2015,4748000,"Memphis city, Tennessee",B07012_015,273,218
2015,4748000,"Memphis city, Tennessee",B07012_016,3093,1240
2015,4748000,"Memphis city, Tennessee",B07012_017,17723,4189
2015,4748000,"Memphis city, Tennessee",B07012_018,3535,1270
2015,4748000,"Memphis city, Tennessee",B07012_019,1989,1463
2015,4748000,"Memphis city, Tennessee",B07012_020,12199,3905
2015,4748000,"Memphis city, Tennessee",B07012_021,2940,1825
2015,4748000,"Memphis city, Tennessee",B07012_022,613,676
2015,4748000,"Memphis city, Tennessee",B07012_023,233,230
2015,4748000,"Memphis city, Tennessee",B07012_024,2094,1671
2016,4748000,"Memphis city, Tennessee",B07012_001,627525,2875
2016,4748000,"Memphis city, Tennessee",B07012_002,167093,11174
2016,4748000,"Memphis city, Tennessee",B07012_003,72974,6541
2016,4748000,"Memphis city, Tennessee",B07012_004,387458,12102
2016,4748000,"Memphis city, Tennessee",B07012_005,519608,10619
2016,4748000,"Memphis city, Tennessee",B07012_006,123761,9260
2016,4748000,"Memphis city, Tennessee",B07012_007,59927,5960
2016,4748000,"Memphis city, Tennessee",B07012_008,335920,12859
2016,4748000,"Memphis city, Tennessee",B07012_009,88554,10229
2016,4748000,"Memphis city, Tennessee",B07012_010,36771,6299
2016,4748000,"Memphis city, Tennessee",B07012_011,11909,3223
2016,4748000,"Memphis city, Tennessee",B07012_012,39874,5469
2016,4748000,"Memphis city, Tennessee",B07012_013,5592,2666
2016,4748000,"Memphis city, Tennessee",B07012_014,1605,1304
2016,4748000,"Memphis city, Tennessee",B07012_015,45,75
2016,4748000,"Memphis city, Tennessee",B07012_016,3942,2319
2016,4748000,"Memphis city, Tennessee",B07012_017,12217,2471
2016,4748000,"Memphis city, Tennessee",B07012_018,4785,1817
2016,4748000,"Memphis city, Tennessee",B07012_019,862,528
2016,4748000,"Memphis city, Tennessee",B07012_020,6570,1735
2016,4748000,"Memphis city, Tennessee",B07012_021,1554,947
2016,4748000,"Memphis city, Tennessee",B07012_022,171,176
2016,4748000,"Memphis city, Tennessee",B07012_023,231,361
2016,4748000,"Memphis city, Tennessee",B07012_024,1152,733
2017,4748000,"Memphis city, Tennessee",B07012_001,631186,2645
2017,4748000,"Memphis city, Tennessee",B07012_002,154252,10420
2017,4748000,"Memphis city, Tennessee",B07012_003,82683,9405
2017,4748000,"Memphis city, Tennessee",B07012_004,394251,12775
2017,4748000,"Memphis city, Tennessee",B07012_005,533798,8221
2017,4748000,"Memphis city, Tennessee",B07012_006,125064,10023
2017,4748000,"Memphis city, Tennessee",B07012_007,68574,8539
2017,4748000,"Memphis city, Tennessee",B07012_008,340160,13211
2017,4748000,"Memphis city, Tennessee",B07012_009,76175,7916
2017,4748000,"Memphis city, Tennessee",B07012_010,24087,5348
2017,4748000,"Memphis city, Tennessee",B07012_011,11012,3501
2017,4748000,"Memphis city, Tennessee",B07012_012,41076,4849
2017,4748000,"Memphis city, Tennessee",B07012_013,5325,1942
2017,4748000,"Memphis city, Tennessee",B07012_014,1257,669
2017,4748000,"Memphis city, Tennessee",B07012_015,1269,1074
2017,4748000,"Memphis city, Tennessee",B07012_016,2799,1891
2017,4748000,"Memphis city, Tennessee",B07012_017,14146,3351
2017,4748000,"Memphis city, Tennessee",B07012_018,3042,1534
2017,4748000,"Memphis city, Tennessee",B07012_019,1671,879
2017,4748000,"Memphis city, Tennessee",B07012_020,9433,2692
2017,4748000,"Memphis city, Tennessee",B07012_021,1742,861
2017,4748000,"Memphis city, Tennessee",B07012_022,802,576
2017,4748000,"Memphis city, Tennessee",B07012_023,157,199
2017,4748000,"Memphis city, Tennessee",B07012_024,783,597
2018,4748000,"Memphis city, Tennessee",B07012_001,626336,3138
2018,4748000,"Memphis city, Tennessee",B07012_002,170291,14063
2018,4748000,"Memphis city, Tennessee",B07012_003,68827,7410
2018,4748000,"Memphis city, Tennessee",B07012_004,387218,13436
2018,4748000,"Memphis city, Tennessee",B07012_005,544230,8258
2018,4748000,"Memphis city, Tennessee",B07012_006,143094,13875
2018,4748000,"Memphis city, Tennessee",B07012_007,59994,7528
2018,4748000,"Memphis city, Tennessee",B07012_008,341142,13507
2018,4748000,"Memphis city, Tennessee",B07012_009,63289,7345
2018,4748000,"Memphis city, Tennessee",B07012_010,21495,4224
2018,4748000,"Memphis city, Tennessee",B07012_011,7235,2255
2018,4748000,"Memphis city, Tennessee",B07012_012,34559,4869
2018,4748000,"Memphis city, Tennessee",B07012_013,1746,745
2018,4748000,"Memphis city, Tennessee",B07012_014,642,362
2018,4748000,"Memphis city, Tennessee",B07012_015,75,115
2018,4748000,"Memphis city, Tennessee",B07012_016,1029,597
2018,4748000,"Memphis city, Tennessee",B07012_017,14857,3236
2018,4748000,"Memphis city, Tennessee",B07012_018,4149,1866
2018,4748000,"Memphis city, Tennessee",B07012_019,1256,957
2018,4748000,"Memphis city, Tennessee",B07012_020,9452,2636
2018,4748000,"Memphis city, Tennessee",B07012_021,2214,965
2018,4748000,"Memphis city, Tennessee",B07012_022,911,610
2018,4748000,"Memphis city, Tennessee",B07012_023,267,465
2018,4748000,"Memphis city, Tennessee",B07012_024,1036,619
2019,4748000,"Memphis city, Tennessee",B07012_001,627591,3294
2019,4748000,"Memphis city, Tennessee",B07012_002,134840,12349
2019,4748000,"Memphis city, Tennessee",B07012_003,74342,10742
2019,4748000,"Memphis city, Tennessee",B07012_004,418409,15458
2019,4748000,"Memphis city, Tennessee",B07012_005,543138,10068
2019,4748000,"Memphis city, Tennessee",B07012_006,107734,11320
2019,4748000,"Memphis city, Tennessee",B07012_007,64463,10344
2019,4748000,"Memphis city, Tennessee",B07012_008,370941,16087
2019,4748000,"Memphis city, Tennessee",B07012_009,65884,9210
2019,4748000,"Memphis city, Tennessee",B07012_010,22932,6413
2019,4748000,"Memphis city, Tennessee",B07012_011,8771,3258
2019,4748000,"Memphis city, Tennessee",B07012_012,34181,5359
2019,4748000,"Memphis city, Tennessee",B07012_013,4448,1842
2019,4748000,"Memphis city, Tennessee",B07012_014,1114,754
2019,4748000,"Memphis city, Tennessee",B07012_015,249,305
2019,4748000,"Memphis city, Tennessee",B07012_016,3085,1593
2019,4748000,"Memphis city, Tennessee",B07012_017,13094,3227
2019,4748000,"Memphis city, Tennessee",B07012_018,2855,1826
2019,4748000,"Memphis city, Tennessee",B07012_019,755,494
2019,4748000,"Memphis city, Tennessee",B07012_020,9484,2427
2019,4748000,"Memphis city, Tennessee",B07012_021,1027,508
2019,4748000,"Memphis city, Tennessee",B07012_022,205,210
2019,4748000,"Memphis city, Tennessee",B07012_023,104,173
2019,4748000,"Memphis city, Tennessee",B07012_024,718,408
