PARCELID,YRBLT,GRADE,COND,CDU,USER1,TAXDIST
G0231X C00008,2009,65,3,EX,NA,GERMANTOWN
G0219C B00058,2007,60,3,EX,NA,GERMANTOWN
G0219C B00066,2003,60,3,EX,NA,GERMANTOWN
G0219C B00041,2015,60,3,EX,NA,GERMANTOWN
G0219C B00039,2006,60,3,EX,NA,GERMANTOWN
G0219C B00055,2006,60,3,EX,NA,GERMANTOWN
G0219C B00001C,2010,65,3,EX,NA,GERMANTOWN
G0219C B00038,2005,60,3,EX,NA,GERMANTOWN
G0219C B00035,2004,60,3,EX,NA,GERMANTOWN
G0219C B00023C,2007,60,3,EX,NA,GERMANTOWN
080021 E00012,2009,70,3,EX,NA,MEMPHIS
G0219C B00012C,2008,60,3,EX,NA,GERMANTOWN
G0219C B00008,2006,60,3,EX,NA,GERMANTOWN
G0219C B00062,2013,55,3,EX,NA,GERMANTOWN
G0219C B00017,2010,60,3,EX,NA,GERMANTOWN
G0219C B00061,2006,60,3,EX,NA,GERMANTOWN
G0219C B00060,2005,60,3,EX,NA,GERMANTOWN
G0219C B00043,2004,60,4,EX,NA,GERMANTOWN
080021 E00060,2018,65,3,EX,NA,MEMPHIS
080021 E00030,2005,70,3,EX,NA,MEMPHIS
080021 E00023,2007,70,3,EX,NA,MEMPHIS
080021 E00021C,2015,70,3,EX,NA,MEMPHIS
080021 E00055,2004,65,3,EX,NA,MEMPHIS
080021 E00044,2006,60,3,EX,NA,MEMPHIS
080021 E00056,2017,65,3,EX,NA,MEMPHIS
080021 E00014,2008,65,3,EX,NA,MEMPHIS
080021 E00009,2018,65,3,EX,NA,MEMPHIS
080021 E00016,2006,65,3,EX,NA,MEMPHIS
080021 E00010,2007,65,3,EX,NA,MEMPHIS
080021 E00011,2006,70,3,EX,NA,MEMPHIS
080021 E00027,2007,70,3,EX,NA,MEMPHIS
080021 E00025,2006,65,3,EX,NA,MEMPHIS
080021 E00039,2006,70,5,EX,NA,MEMPHIS
080021 E00024,2008,55,3,EX,NA,MEMPHIS
081027 C00003,2007,40,3,GD,NA,MEMPHIS
081027 C00004,2007,40,3,GD,NA,MEMPHIS
G0231X F00001,2004,65,3,EX,NA,GERMANTOWN
G0231X F00006,2004,65,3,EX,NA,GERMANTOWN
080008 Z00012,1995,50,3,EX,Y,MEMPHIS
080008 Z00011,1994,50,3,VG,Y,MEMPHIS
080028 A00003,2008,NA,3,EX,NA,MEMPHIS
080028 A00007,2009,NA,3,AV,NA,MEMPHIS
056051  00013,1968,40,3,AV,Y,MEMPHIS
056051  00015,1964,40,3,EX,Y,MEMPHIS
080008  00588,2017,60,3,EX,NA,MEMPHIS
G0231S F00011,2019,70,3,EX,NA,GERMANTOWN
080028 A00008,2011,NA,3,GD,NA,MEMPHIS
080027 B00009,2009,70,3,EX,NA,MEMPHIS
080027 B00008,2005,70,3,FR,NA,MEMPHIS
067037 A00010,2007,40,3,AV,NA,MEMPHIS
G0231S E00003,2017,70,3,EX,NA,GERMANTOWN
081051 D00105,1974,35,3,AV,Y,MEMPHIS
081051 D00097,1977,35,3,AV,Y,MEMPHIS
067037 A00030,2007,40,4,AV,NA,MEMPHIS
056004 D00030,1987,45,3,GD,Y,MEMPHIS
056004 D00020,1989,45,3,VG,Y,MEMPHIS
G0231   00167,1948,30,3,GD,Y,GERMANTOWN
G0231S D00024,2013,60,3,EX,NA,GERMANTOWN
G0231S D00003,2007,70,3,EX,NA,GERMANTOWN
G0231S D00005,2007,60,3,EX,NA,GERMANTOWN
G0231S D00006,2008,60,3,EX,NA,GERMANTOWN
G0231S D00019,2006,65,3,EX,NA,GERMANTOWN
G0231S D00011,2006,65,3,EX,NA,GERMANTOWN
G0231S E00008,2008,65,3,EX,NA,GERMANTOWN
G0231S F00017,2012,70,3,EX,NA,GERMANTOWN
G0231N G00006,1987,45,3,VG,Y,GERMANTOWN
081058  00048,1975,40,3,GD,Y,MEMPHIS
G0230   00227,1984,40,3,GD,Y,GERMANTOWN
080023  00054,1982,45,4,EX,Y,MEMPHIS
080023 L00051,1986,60,3,VG,Y,MEMPHIS
080023  00062,1989,55,4,EX,Y,MEMPHIS
080023 L00054,1985,50,4,EX,Y,MEMPHIS
080023 L00052,1985,55,4,EX,Y,MEMPHIS
080023 L00053,1986,60,4,EX,Y,MEMPHIS
G0231A F00024,2005,55,3,EX,NA,GERMANTOWN
G0231H N00008,2014,60,3,EX,NA,GERMANTOWN
G0231H N00009,2009,65,5,EX,NA,GERMANTOWN
G0230   00442,1974,45,3,GD,NA,GERMANTOWN
G0230   00242,1967,45,3,GD,Y,GERMANTOWN
G0219   00223,1937,30,3,FR,Y,GERMANTOWN
G0219B I00001,2008,50,3,EX,NA,GERMANTOWN
080008 J00001,1995,40,3,GD,Y,MEMPHIS
080008 J00043,1993,40,3,FR,NA,MEMPHIS
G0230Q D00063,1972,35,3,GD,Y,GERMANTOWN
081051 D00057,1974,35,3,AV,Y,MEMPHIS
G0219C B00067,2003,60,3,EX,NA,GERMANTOWN
G0219C B00056,2006,60,3,EX,NA,GERMANTOWN
G0219C B00048,2006,60,3,EX,NA,GERMANTOWN
G0219   00113,1964,30,3,AV,Y,GERMANTOWN
G0219C B00010,2008,60,3,EX,NA,GERMANTOWN
G0219C B00009,2007,60,3,EX,NA,GERMANTOWN
G0219C B00020C,2015,60,3,EX,NA,GERMANTOWN
G0219C B00006,2006,60,3,EX,NA,GERMANTOWN
G0219C B00064,2004,60,3,EX,NA,GERMANTOWN
067101  00025,1956,35,3,GD,Y,MEMPHIS
080021 F00005,2006,55,3,EX,NA,MEMPHIS
080021 F00006,2004,55,3,EX,NA,MEMPHIS
081070 F00012,1989,30,3,AV,NA,MEMPHIS
081070 F00013,1989,30,3,AV,NA,MEMPHIS
081070 F00009,1989,30,3,AV,Y,MEMPHIS
067037 A00033,2006,40,3,AV,NA,MEMPHIS
067037 A00027,2006,40,3,GD,NA,MEMPHIS
G0231S F00010,1941,55,3,EX,NA,GERMANTOWN
G0231A E00003,2005,50,3,VG,NA,GERMANTOWN
G0219C B00069,2004,60,3,EX,NA,GERMANTOWN
G0219C B00037,2005,60,5,EX,NA,GERMANTOWN
G0219C B00036,2006,60,3,EX,NA,GERMANTOWN
G0219C B00013,2005,60,3,EX,NA,GERMANTOWN
G0219C B00015,2012,60,3,EX,NA,GERMANTOWN
G0219C B00016,2012,60,3,EX,NA,GERMANTOWN
G0219C B00007,2007,60,3,EX,NA,GERMANTOWN
G0219C B00019C,2010,60,3,EX,NA,GERMANTOWN
G0219C B00063,2004,60,3,EX,NA,GERMANTOWN
056008  00010,2006,45,3,EX,Y,MEMPHIS
056033 G00015C,2006,45,3,VG,NA,MEMPHIS
056033 G00014,2006,45,3,VG,NA,MEMPHIS
056033 G00013,2006,45,3,VG,NA,MEMPHIS
056033 G00012,2006,45,3,VG,NA,MEMPHIS
056033 G00011,2006,45,3,VG,NA,MEMPHIS
056033 G00010,2006,45,3,VG,NA,MEMPHIS
056033 G00009,2006,45,3,VG,NA,MEMPHIS
056033 G00008,2006,45,3,VG,NA,MEMPHIS
056033 G00007,2006,45,3,VG,NA,MEMPHIS
056033 G00006,2006,45,3,VG,NA,MEMPHIS
056033 G00005,2006,45,3,EX,NA,MEMPHIS
056033 G00004,2006,45,3,VG,NA,MEMPHIS
056033 G00003,2006,45,3,VG,NA,MEMPHIS
G0219C B00044,2015,60,3,EX,NA,GERMANTOWN
G0219C B00059,2006,60,3,EX,NA,GERMANTOWN
080023  00061,1992,60,3,VG,Y,MEMPHIS
G0220B G00053,1980,35,3,VG,NA,GERMANTOWN
G0220B G00028,1980,35,3,AV,NA,GERMANTOWN
G0220B G00029,1980,35,3,AV,NA,GERMANTOWN
G0220B G00030,1980,35,3,VG,NA,GERMANTOWN
G0231B L00009,2015,60,3,EX,NA,GERMANTOWN
G0231H K00055,1981,40,3,VG,Y,GERMANTOWN
G0231B H00022,1994,45,3,VG,N,GERMANTOWN
G0230P A00003,1966,45,3,VG,Y,GERMANTOWN
G0231T A00005,1962,35,3,GD,Y,GERMANTOWN
G0230P F00001,1983,45,3,GD,Y,GERMANTOWN
080021 E00006C,2008,65,3,EX,NA,MEMPHIS
G0220B J00002,1987,40,3,GD,Y,GERMANTOWN
081011 B00006,1975,45,3,VG,Y,MEMPHIS
044060  00001,1942,35,3,UN,Y,MEMPHIS
044060  00002,1935,35,3,AV,NA,MEMPHIS
044060  00014,1940,40,3,AV,Y,MEMPHIS
044116  00003,1950,50,3,EX,Y,MEMPHIS
044060  00015,1945,45,3,EX,Y,MEMPHIS
044116  00005,1940,45,3,EX,Y,MEMPHIS
044059  00004,2004,60,4,VG,Y,MEMPHIS
057001  00005,1940,65,3,EX,NA,MEMPHIS
057001  00005,2002,35,3,VG,Y,MEMPHIS
044117  00017,1950,45,3,EX,Y,MEMPHIS
044117  00016,1950,45,3,AV,Y,MEMPHIS
044117  00015,1950,45,3,VG,Y,MEMPHIS
044117  00014,1932,45,3,EX,Y,MEMPHIS
044117  00021,1922,45,3,EX,N,MEMPHIS
057001  00010,1940,50,3,VG,NA,MEMPHIS
044116  00013,1945,45,3,VG,NA,MEMPHIS
044116  00011,1933,45,3,AV,NA,MEMPHIS
044059  00003,1948,40,3,EX,Y,MEMPHIS
044116  00010,1950,50,3,EX,Y,MEMPHIS
044116  00009,1927,55,3,EX,Y,MEMPHIS
044059  00005,1950,30,3,FR,Y,MEMPHIS
044116  00008,1935,50,3,VG,NA,MEMPHIS
044116  00007,1954,50,3,VG,Y,MEMPHIS
G0220H A00037,1983,35,3,GD,Y,GERMANTOWN
057025  00017,1976,45,3,VG,Y,MEMPHIS
044114  00005,1928,60,3,EX,Y,MEMPHIS
056001  00001,1956,40,3,AV,Y,MEMPHIS
044059 A00004,1996,45,3,EX,Y,MEMPHIS
057001  00054,1972,40,3,AV,Y,MEMPHIS
057025  00022C,1957,45,3,GD,Y,MEMPHIS
056001  00067,1991,45,3,GD,Y,MEMPHIS
057025  00004,1960,40,3,FR,Y,MEMPHIS
056018  00002,1954,40,3,AV,Y,MEMPHIS
044059  00010,1952,40,3,GD,Y,MEMPHIS
044115  00007,1941,55,3,EX,Y,MEMPHIS
057025  00021,1955,55,3,VG,Y,MEMPHIS
057026  00008,1958,40,3,VG,Y,MEMPHIS
044115  00016,1941,60,3,EX,Y,MEMPHIS
057001  00033,1957,55,4,EX,NA,MEMPHIS
057026  00007,1954,40,3,GD,Y,MEMPHIS
056019  00004,1947,35,3,AV,Y,MEMPHIS
056001  00070,1972,50,3,EX,Y,MEMPHIS
056019  00007,1951,35,4,GD,Y,MEMPHIS
057025  00020,1950,50,3,EX,Y,MEMPHIS
056019  00009,1946,40,3,VG,Y,MEMPHIS
056001  00058,1957,40,4,VG,Y,MEMPHIS
044115  00014,1929,55,3,EX,NA,MEMPHIS
044115  00012,1938,45,3,EX,NA,MEMPHIS
044114  00008,1937,40,3,GD,NA,MEMPHIS
044115  00008,1940,45,3,EX,Y,MEMPHIS
057029  00005,1960,40,3,GD,Y,MEMPHIS
057029  00036,1960,45,3,GD,Y,MEMPHIS
044058  00002,1930,50,3,EX,NA,MEMPHIS
044058  00040,2004,50,3,EX,NA,MEMPHIS
056001  00084,1968,45,3,VG,Y,MEMPHIS
056018  00014,1957,50,3,EX,Y,MEMPHIS
056001  00103,1968,55,4,GD,Y,MEMPHIS
044058  00034,1940,45,3,EX,Y,MEMPHIS
056019  00011,1957,35,3,AV,Y,MEMPHIS
057001  00060,1941,45,3,FR,Y,MEMPHIS
057001  00030,2003,55,3,EX,Y,MEMPHIS
044058  00009,1949,50,3,EX,Y,MEMPHIS
056019  00018,1947,35,1,PR,Y,MEMPHIS
057002  00001,2000,60,3,EX,NA,MEMPHIS
056019  00016C,1955,35,3,FR,Y,MEMPHIS
057002  00057,1971,60,3,EX,Y,MEMPHIS
044058  00010,1927,40,3,GD,Y,MEMPHIS
056001  00081,1973,45,3,GD,Y,MEMPHIS
068077  00014,1965,40,3,GD,Y,MEMPHIS
057028  00010,1961,40,3,VG,Y,MEMPHIS
056001  00110,2001,60,3,EX,Y,MEMPHIS
044058  00036,1986,50,3,EX,Y,MEMPHIS
044058  00027,1958,35,3,AV,Y,MEMPHIS
056001  00109,2020,50,3,EX,NA,MEMPHIS
068077  00011,1969,45,3,VG,Y,MEMPHIS
056001  00079,1966,50,3,VG,Y,MEMPHIS
044058  00026,1947,30,3,FR,Y,MEMPHIS
056018  00009,1953,40,3,AV,Y,MEMPHIS
057002  00061,2008,70,3,EX,NA,MEMPHIS
044058  00023,1954,35,4,GD,Y,MEMPHIS
056018  00010,1957,40,3,VG,Y,MEMPHIS
057002  00014,2008,45,3,EX,Y,MEMPHIS
057002  00015,1960,45,3,VG,Y,MEMPHIS
057029  00009,1964,35,3,FR,Y,MEMPHIS
057028  00006,1959,40,3,GD,Y,MEMPHIS
080002 A00009,1986,40,3,GD,Y,MEMPHIS
044058  00019,1948,35,3,AV,Y,MEMPHIS
056001  00090,1969,40,3,GD,Y,MEMPHIS
056001  00018,1958,40,3,EX,Y,MEMPHIS
057028  00008,1959,40,3,VG,Y,MEMPHIS
044058  00017,1965,35,4,AV,Y,MEMPHIS
044114  00027,1937,55,3,EX,NA,MEMPHIS
056001  00086,1976,40,3,AV,Y,MEMPHIS
044114  00017,1956,60,3,EX,Y,MEMPHIS
057029  00039,1964,40,3,AV,Y,MEMPHIS
056001  00019,1955,40,3,AV,Y,MEMPHIS
044111  00027,1992,70,3,EX,Y,MEMPHIS
068077  00007,1966,40,3,VG,Y,MEMPHIS
057002  00021,1963,60,3,EX,Y,MEMPHIS
044058  00014,1925,30,3,AV,Y,MEMPHIS
056001  00020,1955,40,3,EX,Y,MEMPHIS
057002  00017,1961,45,3,VG,Y,MEMPHIS
080002  00005,1965,40,3,AV,Y,MEMPHIS
044114  00026,1946,50,3,EX,Y,MEMPHIS
057002  00040,2001,60,3,EX,Y,MEMPHIS
057030  00032,1963,40,3,GD,Y,MEMPHIS
057002  00019,1963,45,3,VG,Y,MEMPHIS
056001  00099,1989,50,3,GD,Y,MEMPHIS
056001  00021,1955,40,3,GD,Y,MEMPHIS
057002  00033,1954,50,3,VG,Y,MEMPHIS
057025  00011,1959,40,3,AV,Y,MEMPHIS
044114  00018,1956,50,3,EX,Y,MEMPHIS
044055  00033,1942,35,3,GD,Y,MEMPHIS
057002  00029,1990,50,3,VG,Y,MEMPHIS
057027  00004,1960,40,3,AV,Y,MEMPHIS
056001  00022,1954,45,3,VG,Y,MEMPHIS
044055  00038,1940,35,3,AV,NA,MEMPHIS
080003  00003,1964,40,3,AV,NA,MEMPHIS
057029  00028,1957,40,3,VG,Y,MEMPHIS
044114  00043C,2012,60,3,EX,NA,MEMPHIS
057002  00041,1945,50,3,EX,Y,MEMPHIS
044114  00024,1951,55,3,EX,Y,MEMPHIS
044114  00019,1957,40,3,EX,NA,MEMPHIS
057002  00054,1942,25,2,VP,NA,MEMPHIS
057002  00042,1941,45,3,EX,Y,MEMPHIS
057004  00001,1999,50,3,EX,Y,MEMPHIS
057027  00006,1960,40,3,AV,Y,MEMPHIS
044055  00030,1939,35,3,VG,Y,MEMPHIS
056017  00003,1958,40,3,GD,Y,MEMPHIS
068077  00021,1964,40,3,AV,Y,MEMPHIS
044055  00007,1940,35,4,VG,Y,MEMPHIS
057004  00002,1950,45,3,AV,Y,MEMPHIS
056017  00005,1952,40,3,AV,Y,MEMPHIS
044055  00023,1959,40,4,GD,Y,MEMPHIS
080003  00012,1964,35,3,GD,Y,MEMPHIS
057027  00008,1959,55,3,EX,Y,MEMPHIS
080003  00010,1964,35,3,GD,Y,MEMPHIS
056017  00018,1954,40,3,AV,Y,MEMPHIS
057027  00007,1960,45,3,VG,Y,MEMPHIS
057005  00001,1949,45,3,EX,Y,MEMPHIS
057029  00012,1963,40,3,GD,Y,MEMPHIS
056001  00036,2008,60,3,EX,NA,MEMPHIS
044057  00004,1947,35,3,AV,Y,MEMPHIS
057003  00012,2004,60,3,EX,Y,MEMPHIS
044112  00021,1945,40,3,AV,NA,MEMPHIS
056001  00034,1954,40,3,AV,Y,MEMPHIS
044113  00003,1932,30,3,AV,Y,MEMPHIS
068025  00001,1958,35,3,GD,Y,MEMPHIS
044114  00020,1958,50,3,VG,NA,MEMPHIS
080002  00015,1986,40,3,AV,Y,MEMPHIS
068025  00004,1959,40,3,GD,Y,MEMPHIS
044114  00023,1959,50,4,VG,Y,MEMPHIS
068025  00006,1958,40,3,VG,Y,MEMPHIS
068025  00007,1958,35,3,AV,Y,MEMPHIS
057002  00068,1995,50,3,EX,Y,MEMPHIS
057003  00017,1947,50,3,VG,Y,MEMPHIS
057023  00004,1959,40,3,EX,Y,MEMPHIS
080004  00001,1964,40,3,AV,NA,MEMPHIS
057004  00018,1998,60,3,VG,Y,MEMPHIS
068026  00005,1956,40,3,AV,Y,MEMPHIS
056017  00034,2018,45,3,VG,NA,MEMPHIS
080004  00004,1965,35,3,GD,Y,MEMPHIS
044112  00016,1928,40,3,AV,NA,MEMPHIS
056017  00033,2021,60,3,EX,NA,MEMPHIS
044055 A00098,1969,35,3,AV,NA,MEMPHIS
068026  00008,1955,40,3,VG,Y,MEMPHIS
056017  00030,1956,55,3,EX,Y,MEMPHIS
044055  00021,1946,35,3,VG,Y,MEMPHIS
044055 A00088,1969,35,3,AV,NA,MEMPHIS
068038  00001,1957,40,3,GD,Y,MEMPHIS
044114  00048,2019,55,3,EX,NA,MEMPHIS
056017  00028,1952,40,3,AV,NA,MEMPHIS
068038  00002,1957,45,3,VG,Y,MEMPHIS
044055 A00082,1969,35,3,AV,NA,MEMPHIS
056017  00020,1951,40,3,GD,Y,MEMPHIS
068025  00014,1957,35,3,GD,Y,MEMPHIS
044055 A00081,1969,35,3,AV,NA,MEMPHIS
044055 A00079,1969,35,3,AV,NA,MEMPHIS
044055 A00080,1969,35,3,AV,NA,MEMPHIS
044055 A00075,1969,35,3,VG,NA,MEMPHIS
057030  00024,1966,40,3,AV,Y,MEMPHIS
068080  00001,1982,40,3,GD,Y,MEMPHIS
044055 A00071,1969,35,3,AV,NA,MEMPHIS
068080  00002,1964,40,3,AV,NA,MEMPHIS
057024  00005,1955,35,3,PR,Y,MEMPHIS
057029  00023,1960,40,3,GD,Y,MEMPHIS
044055 A00061,1969,35,3,AV,NA,MEMPHIS
044055 A00063,1969,35,3,AV,NA,MEMPHIS
044055 A00059,1969,35,3,AV,NA,MEMPHIS
044055 A00056,1969,35,3,AV,NA,MEMPHIS
044055 A00052,1969,35,3,AV,NA,MEMPHIS
080004  00016,1964,40,3,AV,Y,MEMPHIS
044055 A00050,1969,35,3,FR,NA,MEMPHIS
068079  00003,1961,40,3,VP,Y,MEMPHIS
080004  00015,1964,40,3,AV,Y,MEMPHIS
044055 A00047,1969,35,3,VG,NA,MEMPHIS
080004  00014,1999,40,3,GD,NA,MEMPHIS
044114 A00007,1973,50,3,GD,NA,MEMPHIS
044055 A00045,1969,35,3,GD,NA,MEMPHIS
044114 A00006,1973,45,3,EX,NA,MEMPHIS
044055 A00042,1969,35,3,VG,NA,MEMPHIS
044114 A00005,1973,50,3,GD,NA,MEMPHIS
068079  00001,1962,35,3,AV,Y,MEMPHIS
044055 A00041,1969,35,3,AV,NA,MEMPHIS
068079  00002,1961,40,3,AV,Y,MEMPHIS
044055  00013,1942,35,3,VG,Y,MEMPHIS
044055 A00039,1969,35,3,FR,NA,MEMPHIS
080004  00010,1966,35,3,GD,Y,MEMPHIS
044057  00029,1941,30,3,AV,Y,MEMPHIS
068036  00019,1958,40,3,GD,Y,MEMPHIS
044055  00016,1939,40,3,VG,Y,MEMPHIS
044055 A00036,1969,35,3,AV,NA,MEMPHIS
044055 A00028,1969,35,3,GD,NA,MEMPHIS
044055 A00025,1969,35,3,AV,NA,MEMPHIS
057030  00023,1964,40,3,AV,Y,MEMPHIS
044113 A00021,1986,45,3,VG,Y,MEMPHIS
044055 A00021,1969,35,3,AV,NA,MEMPHIS
057004  00016,1950,40,3,VG,Y,MEMPHIS
044055 A00020,1969,35,3,AV,NA,MEMPHIS
057004  00015,1949,45,3,VG,Y,MEMPHIS
044055 A00017,1969,35,3,AV,NA,MEMPHIS
057024  00006,2007,70,3,GD,NA,MEMPHIS
068036  00003,1959,40,3,AV,Y,MEMPHIS
068077  00025,1964,35,3,AV,Y,MEMPHIS
056002  00005,1951,40,3,GD,Y,MEMPHIS
056001  00048,1944,40,3,AV,Y,MEMPHIS
044055 A00010,1969,35,3,AV,NA,MEMPHIS
068080  00003,1964,35,3,VG,Y,MEMPHIS
044055 A00007,1969,35,3,AV,NA,MEMPHIS
044055  00064C,1923,30,3,AV,Y,MEMPHIS
044055 A00008,1969,35,3,AV,NA,MEMPHIS
057004  00014,2006,60,3,EX,NA,MEMPHIS
068038  00015,1959,40,3,VG,Y,MEMPHIS
044055  00063,1927,35,3,AV,Y,MEMPHIS
044114 A00025,1981,55,3,GD,NA,MEMPHIS
044114 A00026,1981,55,3,GD,NA,MEMPHIS
044114 A00027,1979,55,3,GD,NA,MEMPHIS
044114 A00028,1979,55,3,GD,NA,MEMPHIS
044114 A00029,1979,55,3,GD,NA,MEMPHIS
044114 A00030,1979,55,3,GD,NA,MEMPHIS
044114 A00031,1981,50,3,GD,NA,MEMPHIS
080025 C00028,2009,60,3,EX,NA,MEMPHIS
068038  00014,1962,40,3,AV,Y,MEMPHIS
056016  00003,1952,35,3,GD,Y,MEMPHIS
044057  00022,1940,35,3,AV,Y,MEMPHIS
044055  00062,1925,35,3,GD,Y,MEMPHIS
057030  00013,1951,40,3,VG,Y,MEMPHIS
044055  00059,1925,30,2,AV,Y,MEMPHIS
068038  00013,1959,35,3,GD,Y,MEMPHIS
044113 A00003,1987,45,3,VG,Y,MEMPHIS
068079  00014,1962,40,3,AV,Y,MEMPHIS
044113 A00015,1987,45,3,VG,Y,MEMPHIS
057003  00019,1949,45,3,EX,Y,MEMPHIS
044113 A00017,1986,45,3,VG,Y,MEMPHIS
044113 A00018,1986,45,3,VG,Y,MEMPHIS
080025 C00032,2001,65,4,EX,Y,MEMPHIS
068028  00012,1958,40,3,GD,Y,MEMPHIS
068038  00012,1960,40,3,FR,Y,MEMPHIS
068028  00013,1956,40,3,GD,Y,MEMPHIS
068080  00007,1963,40,3,GD,NA,MEMPHIS
044114 A00043,1978,55,3,GD,NA,MEMPHIS
044114 A00044,1978,55,3,EX,NA,MEMPHIS
044114 A00045,1978,55,3,EX,NA,MEMPHIS
044114 A00046,1978,55,3,VG,NA,MEMPHIS
044114 A00047,1974,50,3,GD,NA,MEMPHIS
044113 A00004,1987,45,3,VG,Y,MEMPHIS
080005  00004,1964,40,3,GD,Y,MEMPHIS
044057  00026,1941,30,3,AV,Y,MEMPHIS
068027  00002,1958,35,3,AV,Y,MEMPHIS
068036  00017,1958,40,3,GD,Y,MEMPHIS
044114 A00048,1974,55,3,EX,NA,MEMPHIS
044057  00011,1940,35,3,AV,Y,MEMPHIS
068027  00007,1956,40,3,GD,Y,MEMPHIS
068038  00011,1957,40,3,GD,Y,MEMPHIS
056016  00026,2003,40,3,EX,NA,MEMPHIS
068077  00027,1963,40,4,GD,Y,MEMPHIS
057022  00002,1961,40,3,AV,Y,MEMPHIS
068027  00010,1957,40,3,AV,Y,MEMPHIS
057005  00045,1956,40,3,EX,Y,MEMPHIS
068037  00001,1958,40,3,AV,Y,MEMPHIS
056002  00007,1953,40,3,AV,Y,MEMPHIS
056016  00016,1952,40,3,EX,Y,MEMPHIS
056016  00015,1950,35,3,AV,Y,MEMPHIS
044057  00012,1937,35,3,AV,Y,MEMPHIS
056016  00014,1970,35,3,AV,NA,MEMPHIS
057022  00019,1959,40,3,VG,Y,MEMPHIS
057024  00008,1947,45,3,VG,Y,MEMPHIS
068079  00023,1963,40,4,PR,Y,MEMPHIS
080005  00015,1964,40,3,AV,Y,MEMPHIS
044056  00007,1942,35,3,AV,Y,MEMPHIS
080005  00014,1964,40,3,AV,Y,MEMPHIS
056016  00011,1955,40,3,VG,Y,MEMPHIS
057030  00020,1959,40,3,AV,Y,MEMPHIS
044056  00011,1925,30,1,AV,Y,MEMPHIS
080005  00010,1965,40,3,AV,Y,MEMPHIS
056002  00008,2000,45,4,VG,NA,MEMPHIS
080025 C00025,2002,65,3,EX,Y,MEMPHIS
080002  00020,1965,35,3,AV,Y,MEMPHIS
068037  00005,1958,45,3,AV,Y,MEMPHIS
056016  00025,1948,40,3,GD,Y,MEMPHIS
044056  00016,1940,30,3,AV,Y,MEMPHIS
044114 A00073,1978,55,3,GD,NA,MEMPHIS
044114 A00074,1978,55,3,EX,NA,MEMPHIS
044114 A00075,1978,50,3,GD,NA,MEMPHIS
044114 A00076,1978,55,3,EX,NA,MEMPHIS
044114 A00077,1978,55,3,VG,NA,MEMPHIS
044114 A00078,1978,50,3,VG,NA,MEMPHIS
044114 A00079,1978,55,3,VG,NA,MEMPHIS
044114 A00080,1978,55,3,VG,NA,MEMPHIS
044056  00017,1941,30,3,GD,Y,MEMPHIS
068028  00014,1957,35,3,GD,Y,MEMPHIS
068081  00001,1962,40,3,AV,Y,MEMPHIS
057003  00005,1947,40,3,AV,Y,MEMPHIS
068027  00020,1963,40,3,GD,Y,MEMPHIS
044114 A00056,1974,50,3,GD,NA,MEMPHIS
044114 A00084,1976,50,3,GD,NA,MEMPHIS
044114 A00083,1973,50,3,EX,NA,MEMPHIS
044114 A00082,1973,50,3,EX,NA,MEMPHIS
068029  00005,1957,40,3,GD,Y,MEMPHIS
068036  00015,1957,45,3,GD,Y,MEMPHIS
